City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Hibbing,US,47.4272,-92.9377,65.62,72,40,16.11,scattered clouds
448,Haines Junction,CA,60.7522,-137.5108,66.15,45,89,3.44,overcast clouds
449,Te Anau,NZ,-45.4167,167.7167,45.19,81,85,4.07,overcast clouds
450,Fort Nelson,CA,58.8053,-122.7002,66.27,65,99,6.87,overcast clouds
451,Hualmay,PE,-11.0964,-77.6139,61.47,80,21,11.43,few clouds
452,Sipovo,BA,44.2814,17.0839,62.28,78,2,3.36,clear sky
453,Havoysund,NO,70.9963,24.6622,48.43,85,72,11.81,broken clouds
454,Dagua,CO,3.6569,-76.6886,70.3,98,90,3.13,overcast clouds
455,Tiksi,RU,71.6872,128.8694,52.86,88,97,6.69,overcast clouds
456,Big Rapids,US,43.6981,-85.4837,73.47,53,0,8.05,clear sky
457,Road Town,VG,18.4167,-64.6167,80.69,78,20,6.91,few clouds
458,Skjervoy,NO,70.0311,20.9714,48.2,76,86,4.0,overcast clouds
459,Sheffield,GB,53.383,-1.4659,63.14,68,99,5.23,overcast clouds
460,Lodwar,KE,3.1191,35.5973,79.34,49,87,13.47,overcast clouds
461,Bikaner,IN,28.0167,73.3,83.44,73,94,14.27,overcast clouds
462,Nizwa,OM,22.9333,57.5333,78.46,77,92,4.74,overcast clouds
463,Geraldton,AU,-28.7667,114.6,59.41,94,100,6.91,light rain
464,Dicabisagan,PH,17.0818,122.4157,82.08,81,100,3.62,overcast clouds
465,Glendive,US,47.1053,-104.7125,86.49,23,0,6.91,clear sky
466,Talas,TR,38.6908,35.5538,59.67,59,0,5.75,clear sky
467,San Jeronimo,PE,-11.9472,-75.2829,51.78,55,6,6.42,clear sky
468,Am Timan,TD,11.0297,20.2827,69.85,95,89,4.41,overcast clouds
469,Tezu,IN,27.9167,96.1667,76.41,92,85,1.97,overcast clouds
470,Ramhormoz,IR,31.28,49.6035,90.12,56,95,9.84,overcast clouds
471,Orasac,BA,44.6289,16.0711,63.48,76,4,2.57,clear sky
472,Kurchum,KZ,48.5722,83.6542,70.92,50,72,4.12,broken clouds
473,Ottawa,CA,45.4112,-75.6981,76.03,60,20,9.22,few clouds
474,Buraydah,SA,26.326,43.975,93.65,15,97,9.22,overcast clouds
475,Birjand,IR,32.8663,59.2211,75.67,29,0,4.61,clear sky
476,Amahai,ID,-3.3333,128.9167,77.27,91,98,10.27,overcast clouds
477,Jibuti,DJ,11.5,42.5,83.48,50,69,6.17,light rain
478,Inhambane,MZ,-23.865,35.3833,61.59,79,1,3.91,clear sky
479,Praya,CV,14.9215,-23.5087,82.94,47,20,2.3,few clouds
480,Kjopsvik,NO,68.097,16.3742,46.27,84,78,1.63,broken clouds
481,Songjianghe,CN,42.1859,127.479,70.63,78,74,3.96,broken clouds
482,Paredon,MX,16.0333,-93.8667,82.76,79,87,2.21,overcast clouds
483,Mehamn,NO,71.0357,27.8492,48.15,81,100,8.05,overcast clouds
484,Wanxian,CN,30.8039,108.3897,81.77,77,0,3.69,clear sky
485,Guanica,PR,17.9716,-66.908,82.98,85,13,8.28,few clouds
486,Kroya,ID,-7.6331,109.2461,74.73,87,66,3.4,broken clouds
487,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,84,100,16.11,overcast clouds
488,Mandera,KE,3.9366,41.867,75.31,56,14,15.32,few clouds
489,Ponta Do Sol,PT,32.6667,-17.1,74.03,80,1,2.64,clear sky
490,Whitehorse,CA,60.7161,-135.0538,65.17,55,75,4.61,broken clouds
491,Aklavik,CA,68.2191,-135.0107,48.36,74,100,3.38,overcast clouds
492,Dafeng,CN,23.4517,108.5881,81.84,73,100,1.21,overcast clouds
493,Dunedin,NZ,-45.8742,170.5036,47.8,69,71,8.01,broken clouds
494,Carballo,ES,43.213,-8.691,65.01,88,30,2.26,scattered clouds
495,Peterhead,GB,57.5058,-1.7981,57.6,92,78,10.71,broken clouds
496,Ciudad Bolivar,VE,8.1222,-63.5497,84.96,58,87,4.29,overcast clouds
497,Delta,NG,5.5,6.0,72.82,97,100,2.53,overcast clouds
498,Saint-Pierre,RE,-21.3393,55.4781,65.88,72,0,6.91,clear sky
499,Mackay,AU,-21.15,149.2,68.68,71,98,10.96,overcast clouds
500,Mineiros,BR,-17.5694,-52.5511,67.69,33,5,4.72,clear sky
501,Lagos,NG,6.5833,3.75,74.93,87,100,5.14,overcast clouds
502,Shaunavon,CA,49.6501,-108.4181,80.06,25,0,3.76,clear sky
503,Manta,EC,-0.95,-80.7333,74.98,83,100,5.75,overcast clouds
504,Oistins,BB,13.0667,-59.5333,80.69,74,40,13.8,scattered clouds
505,Gueret,FR,46.1667,1.8667,59.52,59,98,1.81,overcast clouds
506,Sinnamary,GF,5.3833,-52.95,77.67,87,91,6.31,overcast clouds
507,Starosubkhangulovo,RU,53.1031,57.4423,53.78,87,71,3.38,broken clouds
508,Kazerun,IR,29.6195,51.6541,80.15,76,99,2.46,overcast clouds
509,Tarata,BO,-17.6167,-66.0167,62.02,58,90,5.86,overcast clouds
510,Atikokan,CA,48.7555,-91.6216,61.65,67,79,8.68,broken clouds
511,Kutum,SD,14.2,24.6667,76.84,53,100,6.82,overcast clouds
512,Jiamusi,CN,46.8333,130.35,79.3,69,100,8.41,overcast clouds
513,Amapa,BR,1.0,-52.0,71.55,96,99,1.72,moderate rain
514,Orlik,RU,52.5178,99.825,49.3,89,100,1.03,overcast clouds
515,Tabou,CI,4.423,-7.3528,74.3,76,76,9.06,broken clouds
516,Vanimo,PG,-2.6741,141.3028,81.91,76,34,7.31,scattered clouds
517,Kathu,TH,7.9178,98.3332,86.7,86,70,6.33,broken clouds
518,Sorland,NO,67.667,12.6934,53.46,87,53,18.07,broken clouds
519,Rybinsk,RU,58.0446,38.8426,62.08,98,100,8.79,overcast clouds
520,Ambon,ID,-3.6954,128.1814,80.74,83,40,9.22,light rain
521,Uvinza,TZ,-5.1036,30.3911,72.66,55,84,1.86,broken clouds
522,Ceres,US,37.5949,-120.9577,100.72,26,0,8.05,clear sky
523,Prachatice,CZ,49.0129,13.9975,66.25,74,87,2.08,overcast clouds
524,Nizhniy Tsasuchey,RU,50.5167,115.1333,62.22,74,74,9.17,broken clouds
525,Takhli,TH,15.2634,100.3438,79.95,79,100,5.77,overcast clouds
526,Najran,SA,17.4924,44.1277,86.65,40,34,1.86,scattered clouds
527,Hailar,CN,49.2,119.7,70.65,60,1,7.02,clear sky
528,Kuryk,KZ,43.2,51.65,75.79,66,0,7.14,clear sky
529,Basoko,CD,1.2391,23.616,70.14,96,100,3.56,overcast clouds
530,Buckingham,GB,51.9997,-0.9878,61.72,53,99,1.01,overcast clouds
531,Bristol,US,41.8334,-71.1662,80.15,78,100,5.99,overcast clouds
532,Bandar-E Lengeh,IR,26.5579,54.8807,87.91,70,0,11.5,clear sky
533,Chapleau,CA,47.8405,-83.4034,59.09,82,75,10.36,broken clouds
534,Puerto Narino,CO,-3.7703,-70.3831,73.36,95,81,3.02,broken clouds
535,Clyde River,CA,70.4692,-68.5914,37.63,100,100,9.22,light rain
536,Corner Brook,CA,48.9667,-57.9484,57.36,84,93,4.47,overcast clouds
537,Roma,US,43.2128,-75.4557,77.14,76,100,4.61,overcast clouds
538,Kamskiye Polyany,RU,55.4307,51.4171,59.81,81,60,4.9,broken clouds
539,Rocha,UY,-34.4833,-54.3333,48.79,80,98,16.89,overcast clouds
540,Rundu,NA,-17.9333,19.7667,55.27,35,28,5.26,scattered clouds
541,Santarem,BR,-2.4431,-54.7083,77.13,94,0,3.44,clear sky
542,Kruisfontein,ZA,-34.0033,24.7314,59.52,55,0,10.22,clear sky
543,Balaipungut,ID,1.05,101.2833,75.74,97,94,3.0,overcast clouds
544,Sampit,ID,-2.5333,112.95,75.7,96,75,2.3,broken clouds
545,Nemuro,JP,43.3236,145.575,61.57,89,70,2.24,broken clouds
546,Prince Rupert,CA,54.3161,-130.3201,67.69,77,0,5.75,clear sky
547,Mnogovershinnyy,RU,53.9353,139.9242,71.02,55,47,3.42,scattered clouds
548,Emerald,AU,-23.5333,148.1667,60.35,56,2,11.92,clear sky
549,Rancho Palos Verdes,US,33.7445,-118.387,86.05,77,40,18.41,scattered clouds
550,Palmer,US,42.1584,-72.3287,81.77,80,100,10.36,very heavy rain
551,Vao,NC,-22.6667,167.4833,69.93,63,78,11.56,broken clouds
552,Cidreira,BR,-30.1811,-50.2056,56.01,93,100,22.57,moderate rain
553,Ambagarh Chauki,IN,20.7833,80.7167,76.46,87,99,5.46,overcast clouds
554,Perur,IN,10.9667,76.9,74.89,94,20,0.0,mist
555,Mount Isa,AU,-20.7333,139.5,65.97,24,0,18.41,clear sky
556,Uarini,BR,-2.99,-65.1083,78.06,67,43,1.57,scattered clouds
557,Itoman,JP,26.1247,127.6694,87.82,74,40,10.36,scattered clouds
558,Rastolita,RO,46.9726,24.9929,62.53,93,99,5.03,overcast clouds
559,Barcelona,ES,41.3888,2.159,79.32,85,40,4.61,scattered clouds
560,Pimenta Bueno,BR,-11.6725,-61.1936,76.73,39,40,3.22,scattered clouds
561,Ust-Nera,RU,64.5667,143.2,68.72,45,96,6.06,overcast clouds
562,Gap,FR,44.6667,6.0,52.83,60,43,3.51,scattered clouds
563,Batticaloa,LK,7.7102,81.6924,76.71,91,100,7.63,moderate rain
564,Turayf,SA,31.6725,38.6637,80.85,19,0,13.8,clear sky
565,Hay River,CA,60.8156,-115.7999,62.58,88,100,8.05,overcast clouds
566,Smithers,CA,54.7804,-127.1743,89.92,25,20,10.36,few clouds
567,Muromtsevo,RU,56.3724,75.2418,58.75,90,92,10.18,light rain
568,Gumdag,TM,39.2061,54.5906,81.41,61,13,10.96,few clouds
569,Ushtobe,KZ,45.2514,77.9838,75.11,48,33,8.05,scattered clouds
570,Nyagan,RU,62.1406,65.3936,55.63,70,0,1.43,clear sky
571,Ko Samui,TH,9.5357,99.9357,80.51,94,20,0.0,few clouds
572,Huescar,ES,37.811,-2.5412,73.11,47,0,0.78,clear sky
573,Gorontalo,ID,0.5412,123.0595,76.05,96,88,3.67,overcast clouds
574,Kudahuvadhoo,MV,2.6708,72.8944,82.33,72,62,12.57,broken clouds
575,Pompeu,BR,-19.2244,-44.9353,63.25,46,11,2.64,few clouds
576,Kribi,CM,2.95,9.9167,74.95,89,100,9.6,light rain
577,Belyy Yar,RU,53.6039,91.3903,60.69,83,0,2.24,clear sky
578,Kununurra,AU,-15.7667,128.7333,73.38,31,11,4.61,few clouds
579,Palmas,BR,-10.2128,-48.3603,73.27,60,0,6.91,clear sky
580,Chirongui,YT,-12.9319,45.1483,69.73,75,4,7.96,clear sky
581,Kenora,CA,49.8167,-94.4337,66.78,77,75,5.75,broken clouds
582,Vilyuysk,RU,63.7553,121.6247,79.21,53,10,7.34,clear sky
583,Bandarbeyla,SO,9.4942,50.8122,76.05,81,35,26.8,scattered clouds
584,Kahului,US,20.8947,-156.47,87.82,45,20,19.57,few clouds
585,Gizo,SB,-8.103,156.8419,83.39,71,62,8.43,broken clouds
586,Viransehir,TR,37.2353,39.7631,86.86,13,0,7.31,clear sky
587,Petropavlovka,RU,50.6114,105.3196,58.78,76,34,1.45,scattered clouds
588,Roald,NO,62.5833,6.1333,56.75,87,0,3.44,clear sky
589,Elkton,US,39.6068,-75.8333,84.11,84,75,7.38,broken clouds
590,Marawi,PH,7.9986,124.2928,75.15,80,100,2.68,overcast clouds
591,Coahuayana,MX,18.7333,-103.6833,80.74,79,97,4.45,overcast clouds
592,Yerbogachen,RU,61.2767,108.0108,68.0,79,85,3.47,overcast clouds
593,Pilar,BR,-9.5972,-35.9567,73.33,96,32,1.66,scattered clouds
594,Hamilton,US,39.1834,-84.5333,83.86,64,0,5.75,clear sky
595,Madras,IN,13.0878,80.2785,83.97,87,20,4.61,mist
596,Riviere-Au-Renard,CA,48.9957,-64.3971,66.49,83,86,9.78,overcast clouds
597,Calama,CL,-22.4667,-68.9333,59.49,9,0,4.61,clear sky
598,Okhotsk,RU,59.3833,143.3,64.02,76,8,4.88,clear sky
599,Tandalti,SD,13.0167,31.8667,79.43,70,99,12.41,light rain
600,Feltre,IT,46.0235,11.907,74.17,87,96,8.01,heavy intensity rain
601,Robertsport,LR,6.7533,-11.3686,76.1,74,60,12.37,broken clouds
602,Magadan,RU,59.5667,150.8,52.54,98,100,5.95,moderate rain
603,Nan,TH,18.8333,100.6667,75.22,94,0,0.0,clear sky
604,Gualdo Tadino,IT,43.2317,12.781,71.62,90,23,2.26,few clouds
605,Joshimath,IN,30.5667,79.5667,69.19,93,99,0.6,overcast clouds
606,Huarmey,PE,-10.0681,-78.1522,62.47,84,44,11.18,scattered clouds
607,Ewa Beach,US,21.3156,-158.0072,87.75,55,20,17.27,few clouds
608,Lodja,CD,-3.4833,23.4333,73.47,76,96,3.47,overcast clouds
609,Kyren,RU,51.6828,102.1408,58.41,82,65,0.85,light rain
610,Alugan,PH,12.2188,125.4808,79.74,89,100,5.73,light rain
611,Komatipoort,ZA,-25.4332,31.9548,54.05,95,1,2.3,clear sky
612,Wewak,PG,-3.5534,143.6268,80.71,82,89,7.23,overcast clouds
613,Medicine Hat,CA,50.0501,-110.6683,90.03,23,20,8.05,few clouds
614,Chalmette,US,29.9427,-89.9634,85.05,70,0,4.61,clear sky
615,Hammerfest,NO,70.6634,23.6821,50.45,71,100,10.36,overcast clouds
616,Kushmurun,KZ,52.4503,64.6311,58.57,95,100,9.71,light rain
617,Neryungri,RU,56.6709,124.6491,64.33,90,100,5.1,light rain
618,Riyadh,SA,24.6877,46.7219,89.74,34,100,6.31,overcast clouds
619,Aquiraz,BR,-3.9014,-38.3911,80.69,87,62,10.22,broken clouds
620,Aranos,NA,-24.1333,19.1167,61.16,23,81,6.22,broken clouds
621,Sweetwater,US,25.7634,-80.3731,85.01,76,20,11.5,few clouds
622,Turukhansk,RU,65.8167,87.9833,56.41,69,0,13.15,clear sky
623,Kargopol,RU,61.5071,38.9456,61.61,98,100,8.97,overcast clouds
624,Auki,SB,-8.7676,160.7034,84.83,63,16,3.51,few clouds
625,Solnechnyy,RU,50.7214,136.6319,73.89,81,100,3.83,overcast clouds
626,Lucapa,AO,-8.4192,20.7447,65.82,36,82,2.57,broken clouds
627,Nuuk,GL,64.1835,-51.7216,47.01,81,100,3.0,light shower snow
628,Teguldet,RU,57.3064,88.1667,61.39,83,57,2.39,broken clouds
629,Coquimbo,CL,-29.9533,-71.3436,55.13,94,0,3.44,clear sky
630,Bolu,TR,40.6667,31.5833,64.56,60,0,1.59,clear sky
631,Anchorage,US,61.2181,-149.9003,73.85,40,0,8.05,clear sky
632,Bucerias,MX,20.75,-105.3333,85.98,66,75,9.22,broken clouds
633,Acapulco,MX,16.8634,-99.8901,85.82,62,40,4.61,scattered clouds
634,California City,US,35.1258,-117.9859,103.86,15,0,14.97,clear sky
635,Miramar,US,25.9873,-80.2323,85.01,76,40,12.66,scattered clouds
636,Veraval,IN,20.9,70.3667,80.11,83,89,7.14,overcast clouds
637,Port Keats,AU,-14.25,129.55,75.58,38,96,10.09,overcast clouds
638,Aykhal,RU,66.0,111.5,75.54,49,17,8.95,few clouds
639,Tulum,MX,20.2167,-87.4667,82.94,75,49,8.1,scattered clouds
640,Bhuj,IN,23.2667,69.6667,80.55,77,50,9.98,scattered clouds
641,Emborion,GR,40.4833,21.55,66.56,71,25,1.14,scattered clouds
642,Makakilo City,US,21.3469,-158.0858,86.32,55,20,17.27,few clouds
643,Kampene,CD,-3.6,26.6667,67.62,92,84,2.48,light rain
644,Abnub,EG,27.2696,31.1511,85.84,17,20,5.91,few clouds
645,Berdigestyakh,RU,62.0989,126.6992,81.05,50,1,5.28,clear sky
646,Santa Maria,BR,-29.6842,-53.8069,54.7,76,75,10.36,broken clouds
647,Montepuez,MZ,-13.1256,38.9997,60.62,79,32,4.27,scattered clouds
648,Kano,NG,12.0001,8.5167,73.49,81,100,5.59,overcast clouds
649,Pahrump,US,36.2083,-115.9839,102.49,22,1,5.01,clear sky
650,Batavia,US,41.85,-88.3126,77.92,60,40,12.66,scattered clouds
651,Arlit,NE,18.7369,7.3853,86.49,44,100,5.21,overcast clouds
652,Matagami,CA,49.7502,-77.6328,62.71,82,75,2.3,broken clouds
653,Baker City,US,44.7749,-117.8344,96.6,21,0,20.71,clear sky
654,General Roca,AR,-39.0333,-67.5833,51.89,48,1,11.36,clear sky
655,Sokolo,ML,14.7328,-6.1219,82.9,55,87,8.39,overcast clouds
656,Mlimba,TZ,-8.8,35.8167,66.25,70,22,3.71,few clouds
657,Lavrentiya,RU,65.5833,-171.0,45.88,86,98,4.9,overcast clouds
658,Umm Lajj,SA,25.0213,37.2685,88.16,41,74,7.54,broken clouds
659,Nortelandia,BR,-14.4547,-56.8028,74.35,33,27,4.18,scattered clouds
660,Marovoay,MG,-16.1,46.6333,70.02,71,68,2.95,broken clouds
661,Matara,LK,5.9485,80.5353,76.86,91,100,4.9,overcast clouds
662,Severobaykalsk,RU,55.65,109.3167,48.16,100,100,1.25,light rain
663,Singleton,AU,-32.5667,151.1833,56.05,58,74,6.89,broken clouds
664,Opuwo,NA,-18.0607,13.84,58.33,39,76,3.87,broken clouds
665,Bacabal,BR,-4.2917,-44.7917,76.39,74,51,4.09,broken clouds
666,Gaoual,GN,11.75,-13.2,73.92,94,50,4.54,scattered clouds
667,Lovozero,RU,68.005,35.0117,48.72,83,100,6.67,overcast clouds
668,Yuncheng,CN,35.0231,110.9928,78.75,75,16,4.94,few clouds
669,Ayagoz,KZ,47.9714,80.4392,69.78,43,39,8.46,scattered clouds
670,Popondetta,PG,-8.7537,148.2534,85.66,62,54,2.06,broken clouds
671,Jadu,LY,31.953,12.0261,78.98,32,0,9.71,clear sky
